"prefectureLabel","spotLabel","abstract"
"岐阜県","金華山 (岐阜県)","金華山（きんかざん）は、岐阜県岐阜市にある標高329mの山。旧名稲葉山（いなばやま）。"
"岩手県","釜石大観音","釜石大観音（かまいしだいかんのん）は、岩手県釜石市にある鉄筋コンクリート製の大仏（魚籃観音像）である。"
"岐阜県","養老天命反転地","養老天命反転地（ようろうてんめいはんてんち）とは岐阜県養老町にある養老公園内の有料施設である。荒川修作とマドリン・ギンズによる構想を公園施設として作った。作品の中を回遊し体験することで作品を鑑賞するモダンアート。芸術作品であり、博物館法に定める博物館・美術館ではない。"
"岐阜県","馬籠宿","馬籠宿（まごめじゅく）は、中山道43番目の宿場（→中山道六十九次）で、木曽11宿の一番南の宿場町である。 かつては長野県木曽郡山口村に属したが、2005年（平成17年）2月の山口村の越県合併により岐阜県中津川市に編入された。1895年（明治28年）と1915年（大正4年）の火災により、古い町並みは石畳と枡形以外はすべて消失したが、その後復元され現在の姿となった。 石畳の敷かれた坂に沿う宿場で、馬籠峠を越えた信州側の妻籠宿（長野県木曽郡）とともに人気があり、多くの観光客が訪れる。石畳の両側にお土産物屋がならび、商いをしていない一般の家でも当時の屋号を表札のほかにかけるなど、史蹟の保全と現在の生活とを共存させている。ほぼ中間地点に、旧本陣であった藤村記念館（島崎藤村生家跡）がある。"
"岩手県","魹ヶ崎","魹ヶ崎（魹ヶ埼、とどがさき）は、岩手県宮古市にある本州最東端の岬である。"
"岡山県","鷲羽山ハイランド","鷲羽山ハイランド（わしゅうざんハイランド）は、岡山県倉敷市下津井にある遊園地。以前のキャッチコピーは「瀬戸大橋の見える遊園地」。現在は「ブラジリアンパーク・鷲羽山ハイランド」。"
"愛知県","IPCわんわん動物園","IPCわんわん動物園（アイピーシーわんわんどうぶつえん）は、愛知県岡崎市大平町にある動物園。1994年（戌年）の1月に開園した。"
"愛知県","あおいパーク","あおいパークは、愛知県碧南市にある農業と食と健康をテーマとした体験型施設である。正式名称は「碧南市農業活性化センター あおいパーク」。 運営は碧南市農業活性化センターが行なっている。"
"徳島県","あすたむらんど徳島","あすたむらんど徳島（あすたむらんどとくしま）は、徳島県板野郡板野町にある、子ども向けの科学教育をテーマとした徳島県立の科学館及び公園である。正式名称は、徳島県立あすたむらんど。2001年7月1日にオープンした。管理・運営は指定管理者制度により、株式会社ネオビエントが行っている。"
"愛媛県","えひめこどもの城","えひめこどもの城（えひめこどものしろ）は、愛媛県松山市西野町乙108番地1にある愛媛県立のテーマパーク（児童厚生施設）である。"
"愛知県","お菓子の城","お菓子の城（おかしのしろ）は、竹田本社（旧・竹田製菓）が運営する愛知県犬山市にある観光施設である。同社が商標権を保有している（商標登録番号: 第4720492号）。"
"愛知県","すいとぴあ江南","すいとぴあ江南（すいとぴあこうなん）は、愛知県江南市にある、高さ57メートルの展望タワーを中心とした複合施設である。江南市が市制40周年を記念し、北部地域の拠点として建設した。 施設としては、江南市勤労会館と展望タワー、広場などがある。 2023年度末に閉鎖する方針と江南市議会で答弁があった。"
"広島県","せら夢公園","せら夢公園（せらゆめこうえん）は、広島県世羅郡世羅町にある「せら県民公園」と「せらワイナリー」からなる施設の総称である。"
"愛知県","でんきの科学館","でんきの科学館（でんきのかがくかん）は、名古屋市中区栄二丁目にある中部電力が運営するPR展示施設で電気に関する科学館（企業博物館）である。"
"徳島県","とくしまファミリーランド","とくしまファミリーランド（Tokushima Family Land）は、徳島県徳島市渋野町の徳島市総合動植物公園にある遊園地。"
"愛知県","とこなめ招き猫通り","とこなめ招き猫通り（とこなめまねきねこどおり）は、愛知県常滑市にある通り。名鉄常滑線常滑駅から常滑市陶磁器会館へ向かう道路である。"
"愛知県","どんでん館","どんでん館（どんでんかん、DONDENKAN）は、愛知県犬山市にある町づくり拠点施設で、管理・運営は犬山市が行っている。"
"広島県","みろくの里","みろくの里（みろくのさと）は、広島県福山市藤江町（旧沼隈郡沼隈町）にある遊園地、テーマパーク、総合レジャー施設。映画の撮影現場として有名である。現時点では広島県内で唯一の遊園地である（マリーナホップ内にマリーナサーカスがあるが、アウトレットモール内なので遊園地ではない）。 ツネイシホールディングス傘下のツネイシLR株式会社が運営する。"
"愛知県","やきもの散歩道","やきもの散歩道（やきものさんぽみち）は愛知県常滑市の地場産業である陶磁器をテーマとする観光モデルコース。"
"愛知県","オアシス21","オアシス21（オアシスにじゅういち）は、愛知県名古屋市東区東桜一丁目に所在する、公園やバスターミナルなどの公共施設と商業施設との複合施設で、2002年（平成14年）10月11日に正式オープンした。なお、公園施設の管理・運営は第三セクターの栄公園振興株式会社が行っている。都市公園としては「久屋大通公園」の一部であるが、公募によりオアシス21の愛称がつけられた。"
"愛知県","キリンビアパーク名古屋","キリンビアパーク名古屋（キリンビアパークなごや）は、キリンビールの工場に付随した見学施設。"
"広島県","クレセントビーチ","クレセントビーチ（英: CRESCENT BEACH）は、広島県福山市（旧沼隈郡内海町）の田島にある海水浴場。クレセントとは三日月の意。 ここでは、隣接するマリーナである内海フィッシャリーナ（うつみフィッシャリーナ）についても記載する。"
"愛媛県","サンライズ糸山","今治市サイクリングターミナル サンライズ糸山（サンライズいとやま）は、愛媛県今治市にあるサイクリングターミナル。しまなみ海道サイクリングロードにおける今治市側の拠点。今治市が開設し、指定管理者制度により市が60%出資する一般財団法人今治勤労福祉事業団が指定管理者として管理・運営を行っている。正式名称は今治市サイクリングターミナル(サンライズ糸山)。"
"広島県","シトラスパーク瀬戸田","シトラスパーク瀬戸田（シトラスパークせとだ、英: CITRUS PARK SETODA）は、広島県尾道市（旧豊田郡瀬戸田町）の、生口島にある公園。 2016年現在休園中。柑橘類を中心とした農業公園系テーマパークとして開場、現在は健康をテーマとした公園としてリニューアル工事を進めている。敷地面積約12ha（2015年現在）。西瀬戸自動車道（しまなみ海道）生口島南ICの北側斜面に立地する。"
"愛知県","トヨタ産業技術記念館","トヨタ産業技術記念館（とよたさんぎょうぎじゅつきねんかん、英語名：TOYOTA Commemorative Museum of Industry and Technology）は、名古屋市西区則武新町四丁目1番35号にあるトヨタグループ運営の企業博物館。1994年6月11日に開館した。"
"愛知県","ナゴヤドーム","ナゴヤドーム（Nagoya Dome）は、日本の愛知県名古屋市東区大幸南一丁目にあるドーム型野球場。プロ野球・セントラル・リーグ（セ・リーグ）の中日ドラゴンズが専用球場（本拠地）として使用している。また、同球場を運営する企業である。企業としての商号は、株式会社ナゴヤドーム（Nagoya Dome Company, Limited）。運営企業についての詳細は、後述のを参照。"
"愛知県","ノリタケの森","ノリタケの森（ノリタケのもり）は、名古屋市西区則武新町三丁目1番36号にある公園、レストラン、ミュージアムなどを含む複合施設。 ノリタケカンパニーリミテドによって同社の本社に隣接する工場跡地に作られ、2001年10月5日に開場した。また、当時のノリタケカンパニーリミテドの代表取締役社長は岩崎隆。 2005年4月1日に株式会社ノリタケの森が設立され、施設の運営に当たっている。2018年12月13日には市民緑地認定制度による市民緑地の認定を受けている。"
"愛媛県","フォレスターハウス","フォレスターハウスは、愛媛県新居浜市別子山中七番の愛媛県道47号新居浜別子山線沿いに位置し、森林を学ぶことができる施設である。住友の森は対象面積1890ヘクタールで、4つのゾーンからなる。ここではそのうち「記念広場・フォレスターハウス周辺 10ヘクタール」を紹介する。自然に接するための遊歩道が整備されていて、入館料は不要。"
"広島県","フラワーパークせらふじ園","フラワーパークせらふじ園は、広島県世羅郡世羅町にある観光農園である。"
"愛媛県","マイントピア別子","マイントピア別子（マイントピアべっし）は、愛媛県新居浜市にある別子銅山の施設跡などを利用したテーマパーク。道の駅マイントピア別子を併設する。 最後の採鉱本部が置かれていた端出場（はでば）地区を開発した端出場ゾーンと、最盛期の拠点であった東平（とうなる）地区を開発した東平ゾーンがある。"
"愛知県","ヤマザキマザック美術館","ヤマザキマザック美術館（ヤマザキマザックびじゅつかん）は、愛知県名古屋市東区葵一丁目に2010年（平成22年）4月23日開館した美術館である。 ヤマザキマザックの駐車場跡地に美術館を作る為に建設されたマザックアートプラザ美術館棟内に所在する。"
"愛知県","ラグーナテンボス","ラグーナテンボス（LAGUNA TEN BOSCH）は、愛知県蒲郡市海陽町にある複合リゾート施設。 キャッチフレーズは夢、あこがれ、きらめくシーサイド。ラグーナテンボスは、単にリゾート施設名であり、一帯の地域はラグーナ蒲郡地区という。 このページでは、ラグーナ蒲郡地区内にあるラグーナテンボス以外の他施設についても紹介する。"
"広島県","ラ・スカイファーム","ラ・スカイファームは、広島県世羅郡世羅町にある観光農園である。"
"愛知県","リニア・鉄道館","リニア・鉄道館〜夢と想い出のミュージアム〜（リニア・てつどうかん〜ゆめとおもいでのミュージアム〜 英語名：SCMAGLEV and Railway Park）は、東海旅客鉄道（JR東海）が2011年（平成23年）3月14日に愛知県名古屋市港区金城ふ頭に開館した、鉄道に関する事物を展示する博物館類似施設（鉄道保存展示施設）である。"
"愛知県","七里の渡し","七里の渡し（しちりのわたし）は東海道五十三次で知られる宮宿（愛知県名古屋市熱田区）から桑名宿（三重県桑名市）までの海路で、かつての官道。この渡しの宮宿側、または、桑名宿側の渡船場のみを指して「七里の渡し」と呼ぶことも多い。"
"愛媛県","三角寺","三角寺（さんかくじ）は愛媛県四国中央市金田町三角寺75にある高野山真言宗の寺院。由霊山（ゆれいざん）、慈尊院（じそんいん）と号す。本尊は十一面観世音。四国八十八箇所霊場の第六十五番札所。 本尊真言：おん まか きゃろにきゃ そわか ご詠歌：おそろしや三つの角にもいるならば　心をまろく慈悲を念ぜよ"
"広島県","世羅高原農場","世羅高原農場（せらこうげんのうじょう） は、広島県世羅郡世羅町にある観光農園である。"
"愛知県","中部国際空港","中部国際空港（ちゅうぶこくさいくうこう、英: Chubu Centrair International Airport）は、愛知県常滑市にある24時間運用可能な国際空港であり、空港法第四条で法定された拠点空港（会社管理空港）。愛称は、セントレア。"
"愛媛県","久万高原ふるさと家族旅行村","久万高原ふるさと家族旅行村（くまこうげんふるさとかぞくりょこうむら）は、愛媛県上浮穴郡久万高原町にある家族旅行村である。"
"広島県","井仁の棚田","井仁の棚田（いにのたなだ）は、広島県山県郡安芸太田町中筒賀井仁にある棚田。井は丸い、仁は集落を意味していると伝えられている。 「日本の棚田百選」。2000年「広島県環境づくり大賞」受賞。2015年CNN「Japan's 31 most beautiful places（日本の美しい風景31選）」選定。"
"愛媛県","八日市護国","八日市護国（ようかいちごこく）は愛媛県喜多郡内子町にある伝統的建造物群保存地区である。地区種別は製蝋町で、1982年に国の重要伝統的建造物群保存地区として選定された。山裾に発達した街道沿いに、南北約600mに亘って町家や豪商の屋敷などの伝統的な建築物群がみられる。"
"愛媛県","具定展望台","具定展望台（ぐじょうてんぼうだい）は、愛媛県四国中央市寒川町にある展望台。名前の由来となったと寒川町の境付近にあるが、正確には寒川町に位置する。"
"徳島県","内妻海岸","内妻海岸（うちづまかいがん）は、徳島県海部郡牟岐町の八坂八浜にある海岸である。夏季には内妻海水浴場が開かれる。"
"愛知県","刈谷パーキングエリア","刈谷パーキングエリア（かりやパーキングエリア）は、愛知県刈谷市の伊勢湾岸自動車道にあるパーキングエリアである。 2009年度の年間入場者数は8,300,000人であり、これは日本の遊園地やテーマパークでは東京ディズニーリゾートとユニバーサル・スタジオ・ジャパン（USJ）に次ぐ数字であり、来場者数ランキング3位となった。2016年度現在の年間入場者数は9,054,000人となっている。これは東海圏では、ナガシマリゾートに次ぐ数である。 当PAにスマートインターチェンジが併設される予定であり、国土交通省より2017年（平成29年）7月21日付で新規事業化された。2021年（令和3年）度末までの供用開始を目指している。"
"愛媛県","別子ライン","別子ライン（べっしライン）は、愛媛県新居浜市の国領川上流部の約10kmに亘る渓谷の名称であり景勝地となっている。山間部への関門にあたる生子橋（しょうじばし）から始まり、マイントピア別子を経て、鹿森ダム・遠登志渓谷（おとしけいこく）・清滝周辺から河又に至る。"
"愛媛県","別子山ふるさと館","別子山ふるさと館（べっしやまふるさとかん）は、愛媛県新居浜市別子山保土野の愛媛県道6号高知伊予三島線沿いに位置し、別子山の歴史・自然・風土を学ぶことができる施設である。入館料は不要。 館外の自然に接するための遊歩道が整備されている。また、併設の喫茶軽食コーナーで休憩をとることができる。"
"愛媛県","別子銅山","別子銅山（べっしどうざん）は、愛媛県新居浜市の山麓部にあった銅山。1690年（元禄3年）に発見され、翌年から1973年（昭和48年）までの282年間に約70万トンの銅を産出し、日本の貿易や近代化に寄与した。一貫して住友家が経営し（閉山時は住友金属鉱山）、関連事業を興すことで発展を続け、住友が日本を代表する巨大財閥となる礎となった。"
"愛媛県","南予レクリエーション都市","南予レクリエーション都市（なんよレクリエーションとし）は、愛媛県の南部（南予）のうち、北宇和郡吉田町（現・宇和島市）から南宇和郡城辺町（現・愛南町）の沿岸部において昭和40年代後半から昭和60年代にかけて、愛媛県が計画し、建設省の補助を受け、一部地域において整備を行った観光レクリエーション開発。略称は南レク。 施設運営は、愛媛県ほか出資の第三セクターである南レク株式会社が行っている。"
"広島県","原爆ドーム","原爆ドーム（げんばくドーム、英: Atomic Bomb Dome）の名で知られる広島平和記念碑（ひろしまへいわきねんひ、英: Hiroshima Peace Memorial）は、1945年(昭和20年)8月6日8時15分日本の広島市に投下された原子爆弾の悲惨さを今に伝える記念碑（被爆建造物）である。もともとは広島県のさまざまな物産を展示するための広島県物産陳列館として開館され、原爆投下当時は広島県産業奨励館と呼ばれていた。ユネスコの世界遺産（文化遺産）に登録されており、「二度と同じような悲劇が起こらないように」と戒めや願いをこめて、特に負の世界遺産と呼ばれている。"
"広島県","厳島神社","厳島神社（いつくしまじんじゃ、公式表記：嚴島神社）は、広島県廿日市市の厳島（宮島）にある神社。式内社（名神大社）、安芸国一宮。旧社格は官幣中社で、現在は神社本庁の別表神社。神紋は「三つ盛り二重亀甲に剣花菱」。 古くは「伊都岐島神社」とも記された。全国に約500社ある厳島神社の総本社である。 平成8（1996）年12月にユネスコの世界文化遺産に「厳島神社」として登録されている。"
"広島県","吉水園","吉水園（よしみずえん）は、広島県山県郡安芸太田町にある日本庭園である。基本的には一般公開されていない。"
"広島県","向島洋らんセンター","向島洋らんセンター（むかいしまようらんセンター）は、広島県尾道市の向島にある洋ランの農業公園。 向島の南西部にある高見山の麓にある公園。洋ランの展示・販売および育て方の指導を行っており、JICAと提携し海外からの農業研修生を受け入れている。付帯施設として憩いの広場がある。入場無料。 地元の洋ラン農家で結成した農事組合法人オーキッド向島が指定管理者として管理する。"
"広島県","因島水軍城","因島水軍城（いんのしますいぐんじょう）は、広島県尾道市の因島にある村上水軍の資料館。この位置には過去に天守が存在していたことはなく、いわゆる城郭風建築物になる。同敷地内にある「尾道市因島史料館」についても述べる。"
"徳島県","土柱","土柱（どちゅう、earth pillar、hoodoo）は礫や砂からなる段丘礫層（土柱礫層）が風雨により侵食され柱状になったもの。土柱が生成される条件としては直立した崖をつくる礫層があることや、頂部に侵食抵抗性のある地層があることである。悪地地形の一種である。 日本では、「世界三大土柱」として、ティロル地方（イタリア）・ロッキー山脈（アメリカ）・徳島（日本、「阿波の土柱」）があげられることがあるが根拠は不明である。"
"徳島県","大手海岸 (海陽町)","大手海岸（おおてかいがん）は、徳島県海部郡海陽町にある太平洋に面した海岸である。別名は宍喰海岸。"
"徳島県","大毛海岸","大毛海岸（おおげかいがん）は、徳島県鳴門市鳴門町土佐泊浦の大毛島にある瀬戸内海に面した海岸である。"
"徳島県","大砂海水浴場","大砂海水浴場（おおすなかいすいよくじょう）は、徳島県海部郡海陽町の八坂八浜にある海水浴場である。日本の水浴場55選、日本の水浴場88選、快水浴場百選選定。"
"徳島県","大里松原海岸","大里松原海岸（おおさとまつばらかいがん）は、徳島県海部郡海陽町にある太平洋に面した海岸である。日本の白砂青松100選選定。"
"徳島県","太龍寺ロープウェイ","太龍寺ロープウェイ（たいりゅうじロープウェイ）とは、徳島県那賀郡那賀町の鷲の里駅（道の駅鷲の里に併設）から阿南市の太龍寺駅を結ぶ四国ケーブルのロープウェイ路線である。全長2,775メートルで西日本で最長、日本で最初の山越えを行うロープウェイである。 太竜寺山の山頂に所在する四国八十八箇所第21番札所の舎心山太龍寺への直通路であり、多くの参詣者で賑わう。従来同寺は徒歩でしか登れないうえ、遍路ころがしの一つと呼ばれる難所であったが、この路線の開通で多くの参拝者が容易に登れるようになった。"
"徳島県","奥祖谷二重かずら橋","奥祖谷二重かずら橋（おくいやにじゅうかずらばし）は、徳島県三好市の奥祖谷地区を流れる祖谷川に架かるかずら橋である。四国八十八景・四国のみずべ八十八カ所選定。"
"愛媛県","宇和島市営闘牛場","宇和島市営闘牛場（うわじましえいとうぎゅうじょう）は愛媛県宇和島市にある闘牛場である。正式名称は、宇和島市営闘牛場(体育館)。 宇和島市には和霊土俵という闘牛場が存在したが、第二次世界大戦後にGHQによって闘牛が禁止された。その後宇和島の闘牛は復活したが、レジャーの多様化により再び存続の危機となり、打開策として1950年代後半から1960年代前半にかけて「南予闘牛振興会」（宇和島市）、「南宇和郡闘牛組合」（南宇和郡）が設立された。1975年、内に完成した。ドーム型の闘牛場は全国でも珍しく、年に5回行われる定期闘牛大会、毎年4月29日に行われる日本相撲連盟主催の宇和島大会、そして観光闘牛のために使用されている。"
"愛媛県","宇和海展望タワー","宇和海展望タワー（うわかいてんぼうタワー）は、愛媛県南宇和郡愛南町の建造物である。南予レクリエーション都市公園内に位置している。正式名称は第3号南予レクリエーション都市公園 宇和海展望タワー。"
"愛媛県","宇和町卯之町","宇和町卯之町（うわちょううのまち）は愛媛県西予市にある重要伝統的建造物群保存地区である。"
"徳島県","小便小僧","小便小僧（しょうべんこぞう、Manneken Pis）は、放尿する少年を模した像であり噴水。同様のものは世界各地に存在するが、ここでは起源とされているブリュッセルに設置されているものを中心に述べる。 1619年にフラマン人彫刻家・ジェローム・デュケノワ(Jérôme Duquesnoy)により製作された。現在設置されている像はレプリカであり、オリジナルの像は1960年代に盗難防止のためにブリュッセル市立博物館（王の家）に所蔵された。 なお、付近には、かがんで放尿する小便少女（Jeanneke Pis）の像もある。"
"徳島県","小松島ステーションパーク","小松島ステーションパーク（こまつしまステーションパーク）は、徳島県小松島市小松島町の小松島駅跡地に位置する公園である。"
"愛媛県","川之江城","川之江城（かわのえじょう）は、愛媛県四国中央市川之江町の鷲尾山（城山）にある日本の城である。別名の仏殿城の名でも著名である。"
"広島県","広島城","広島城（ひろしまじょう）は、安芸国安芸郡広島（現在の広島県広島市中区基町）に築かれた安土桃山時代から江戸時代の日本の城。国の史跡に指定されている。毛利輝元が太田川河口のデルタ地帯に築いた平城で、1945年（昭和20年）まで天守を始めとする城郭建築が現存し点在していたが、太平洋戦争末期にアメリカ軍の原子爆弾投下によって倒壊し、現在見られる城内の天守以下城郭建築はすべて1958年以降に再建されたものである。"
"広島県","広島平和記念公園","広島平和記念公園（ひろしまへいわきねんこうえん、英語: Hiroshima Peace Memorial Park）は、広島県広島市中区中島町にある無料の市民公園。平和記念公園（英: Peace Memorial Park）もしくは単に平和公園（英: Peace Park）とも呼ばれる。"
"広島県","御手洗 (呉市)","御手洗（みたらい）は、瀬戸内海に浮かぶ大崎下島（広島県呉市）の港町。1994年（平成6年）に重要伝統的建造物群保存地区として選定された（全国で38番目の選定）。"
"徳島県","徳島県観光協会","一般財団法人徳島県観光協会（とくしまけんかんこうきょうかい）は、徳島県の外郭団体。徳島県の観光事業を行っている。元国土交通省所管。"
"徳島県","旧徳島城表御殿庭園","旧徳島城表御殿庭園（きゅうとくしまじょうおもてごてんていえん）は、徳島県徳島市徳島町城内の徳島中央公園内にある庭園である。千秋閣庭園とも呼ばれている。"
"愛媛県","柳瀬ダム","柳瀬ダム（やなせダム）は愛媛県四国中央市金砂町小川山地先、吉野川水系銅山川に建設されたダムである。また、このダムによって堰き止められた人造湖を金砂湖（きんしゃこ）という。金砂湖県立自然公園に属する。"
"徳島県","樫原の棚田","樫原の棚田（かしはらのたなだ）は、徳島県上勝町大字生実の樫原地区（標高500～700ｍ）で剣山地の急斜面に形成された棚田。下樫原・中樫原・上樫原の三集落と合わせ「樫原の棚田及び農村景観」の名称で文化財保護法による重要文化的景観に選定されている。 棚田は546枚あるが、それらの多くが１反に満たない小規模なもので、形は不規則不整形、段差を形成する畦は概ね等高線に沿って巡らされている。これらの配置・形状は。1813年（文化10年）に描かれた『勝浦郡樫原村分間絵図』の様子と殆ど変っていない。田の段差部分は地盤を階段（ひな壇）状に切り出した土手で形成されるが、石積み（石垣）による補強も見られる。 近年、少子高齢化や離農による後継者不足と過疎化により、棚田の維持管理が難しくなっている現状がある。 集落としては棚田と同形状の段々畑での畑作と阿波番茶やかぼすの栽培、林業なども営まれている。"
"広島県","比治山","比治山（ひじやま）は、広島県広島市南区に位置する標高71.1mの小高い丘である。この項目では比治山を中心とした公園、およびその周辺に位置する「比治山」を町名に冠する地区についても併せて述べる。"
"愛媛県","池田山公園","池田山公園（いけだやまこうえん）は、東京都品川区東五反田にある品川区立の都市公園である。周辺住民の憩いの場として知られる。"
"広島県","海と島の歴史資料館","海と島の歴史資料館（うみとしまのれきししりょうかん）は、広島県豊田郡大崎上島町にある資料館。別称、大望月邸。"
"徳島県","渦の道","渦の道（うずのみち、Uzunomichi）は、鳴門海峡に架かる大鳴門橋の橋桁下部に設置された延長約450mの遊歩道および展望台である。2000年4月開設。徳島県を代表する観光地のひとつであり、展望台から鳴門の渦潮を間近に見下ろすことができる。"
"広島県","瀬戸田サンセットビーチ","瀬戸田サンセットビーチ（せとだサンセットビーチ、英: SETODA SUNSET BEACH）は、広島県尾道市（旧豊田郡瀬戸田町）の生口島にある海水浴場。愛称しまなみレモンビーチ。日本の水浴場88選。"
"徳島県","田井の浜","田井の浜（たいのはま）は、徳島県海部郡美波町にある砂浜海岸である。夏季には田井の浜海水浴場が開かれる。快水浴場百選選定。"
"広島県","竹原","竹原（たけはら）は、広島県南中部の地名。瀬戸内海に面する。本項では、江戸時代中期から明治にかけての町並みが残り安芸の小京都と呼ばれる商家町（町並み保存地区。国の重要伝統的建造物群保存地区として選定）の歴史と特徴について述べる。"
"広島県","縮景園","縮景園（しゅっけいえん）は、広島県広島市中区上幟町にある庭園。"
"愛媛県","翠波高原","翠波高原（すいはこうげん）は愛媛県四国中央市翠波峰の牧場跡地に開発された花の名所。金砂湖県立自然公園に属する。"
"徳島県","脇町劇場","脇町劇場（わきまちげきじょう）は徳島県美馬市脇町大字猪尻にある劇場である。ヘリテージング100選・にし阿波お勧めビューポイント100選選定。"
"愛媛県","臥龍山荘","臥龍山荘（がりゅうさんそう）は愛媛県大洲市にある山荘である。"
"広島県","花夢の里ロクタン","花夢の里ロクタン（かむのさとろくたん）は、広島県世羅郡世羅町にある芝桜庭園である。"
"広島県","西条酒蔵通り","西条酒蔵通り（さいじょうさかぐらどおり）は、広島県東広島市西条地区にある通りの通称。東広島市道西条本通線を構成する。 安土桃山時代から江戸時代初期に近世山陽道（西国街道）として整備された道であり宿場四日市宿の目抜き通りであった。JR西条駅の南の商業集積地群の中を通り、地元住民の生活道路の一つ。明治時代から盛んになった西条酒の生産拠点を東西に貫く通りで、2017年に「西条の酒造施設群」の名で日本イコモスの日本の20世紀遺産に選定された文化遺産群を構成する。 いつ頃から呼ばれだしたかは不明で、公式的な記載での最古としては1997年東広島市観光協会“酒蔵通り活性化事業”になる。2002年東広島市教育文化振興事業団資料には“四日市の西国街道は現在も西条本通と呼ばれ”と記載され酒蔵通りの名が無いため、定着したのは2000年代以降のことになる。 本項では道路だけではなく周辺環境についても述べる。また近代までは「西條」名が一般的であったため本項では特に区別せず表記する。"
"愛媛県","道の駅どんぶり館","道の駅どんぶり館（みちのえき どんぶりかん）は愛媛県西予市にある愛媛県道29号宇和野村線の道の駅である。正式名称は西予市物産会館 どんぶり館。"
"愛媛県","道の駅霧の森","道の駅霧の森（みちのえき きりのもり）は、愛媛県四国中央市新宮町馬立にある愛媛県道5号川之江大豊線の道の駅である。"
"愛媛県","道後温泉","道後温泉（どうごおんせん）は、四国・愛媛県松山市（旧国伊予国）に湧出する温泉である。日本三古湯の一つといわれる。 その存在は古代から知られ、万葉集巻一にも見える。なおかつてはこの周辺が温泉郡（おんせんぐん）（湯郡）と呼ばれていたが、これはこの温泉にちなむ地名である。 夏目漱石の小説『坊つちやん』（1905年）にも描かれ、愛媛県の代表的な観光地となっている。2007年8月に地域団体商標（地域ブランド）として認定された（申請者は道後温泉旅館協同組合、登録商標第5071495号）。"
"愛媛県","野間馬ハイランド","野間馬ハイランド（のまうまハイランド）は、愛媛県今治市にある野間馬を飼育している今治市立の施設。"
"愛媛県","鉄道歴史パーク in SAIJO","鉄道歴史パーク in SAIJO（てつどうれきしパーク イン さいじょう）は、愛媛県西条市の四国旅客鉄道（JR四国）予讃線伊予西条駅前にある四国鉄道文化館、十河（そごう）信二記念館、観光交流センターからなる施設である。"
"徳島県","阿波大正浪漫 バルトの庭","阿波大正浪漫 バルトの庭（あわたいしょうろまん バルトのにわ）は、徳島県鳴門市大麻町桧にあったテーマパーク。2015年5月6日に閉園。 2006年に公開された映画「バルトの楽園」と、その題材となった板東俘虜収容所をテーマとする。映画のロケで使用されたセットを中心に、実際の収容所建造物も交えて、収容所や映画撮影時の模様を紹介していた。 運営は特定非営利活動法人（NPO）の「ドイツ村BANDOロケ村保存会」であった。"
"広島県","黒瀬農園香山ラベンダーの丘","黒瀬農園香山ラベンダーの丘（くろせのうえんこうざんラベンダーのおか）は、広島県世羅郡世羅町にある観光農園である。"
"徳島県","とくしま88景","とくしま88景は、徳島新聞社と徳島県観光協会が選定した徳島県内にある88箇所の名所。徳島県を代表する9景および、市町村から推薦のあった79景を加えて四国八十八箇所にちなみ88景とした。"
"徳島県","寺町 (美馬市)","寺町（てらまち）は、徳島県美馬市美馬町にある寺院が集中して配置された地域。とくしま88景選定。"
"徳島県","月見ヶ丘海水浴場","月見ヶ丘海水浴場（つきみがおかかいすいよくじょう）は、徳島県板野郡松茂町にある海水浴場。とくしま88景に選定。"
"東京都","お台場","お台場（おだいば）は、東京港埋立第13号地に属する東京都港区台場、品川区東八潮、江東区青海のうち青海南ふ頭公園以北から成るエリアである。 広義では東京港埋立第13号地全体を指し、さらには同埋立第10号地をも加えて東京臨海副都心地区を指す。"
"東京都","お鷹の道・真姿の池湧水群","お鷹の道・真姿の池湧水群（おたかのみち・ますがたのいけゆうすいぐん）とは東京都国分寺市西元町の武蔵野台地国分寺崖線によって形成されるママがハケに沿って用水となっている、武蔵野台地の代表的な景観の場所であり1985年（昭和60年）名水百選に選定された。"
"東京都","しながわ水族館","しながわ水族館（しながわすいぞくかん、SHINAGAWA AQUARIUM）は、東京都品川区のしながわ区民公園内南端にある水族館。"
"新潟県","もみじ園","もみじ園（もみじえん）は、新潟県長岡市朝日にある庭園。"
"東京都","アメヤ横丁","アメヤ横丁（アメヤよこちょう）は、日本の東京都台東区にある地名・商店街名。JR東日本・御徒町駅 - 上野駅間の山手線の高架橋西側と高架下の約500～600メートルを中心に約400店を有する商店街である。正式名称はアメ横商店街連合会（アメよこ しょうてんがい れんごうかい）であるが、アメヤ横丁のほか、アメ横（アメよこ）、上野アメ横（うえのアメよこ）、アメ横商店街（アメよこ しょうてんがい）などと通称されることが多い。商店街の看板は、上野駅側は「アメヤ横丁」であり、その他は「アメ横」と表示されているものがある。キャッチコピーは「対面販売で交渉次第で更にお安く！！」。"
"東京都","キッザニア東京","キッザニア東京（キッザニアとうきょう、Kidzania Tokyo）とは、東京都江東区豊洲二丁目のアーバンドック ららぽーと豊洲内にある、KCJ GROUP株式会社（旧社名 キッズシティージャパン）が運営する、体験型商業施設である。"
"新潟県","サントピアワールド","サントピアワールド（SUNTOPIA WORLD）は、新潟県阿賀野市にある遊園地。 磐越自動車道安田インターチェンジから比較的に近い、久保山にある。キャッチフレーズは「水と緑と太陽のユートピア」。"
